Restaurant_Name,Detail_address,Latitude,Longitude,review_count,stars
The Biryani Pot,"Shop 1, Tahmane Chowk, DP Road, Baner, Pune",18.561745,73.791585,31,3
Paneer King,"Shop 21, Near Fasoos, Skyline, Wakad, Pune",18.604694,73.759313,13,3
Vikas Paratha Center,"Mauli Chowk, Mauli Choupati, Wakad, Pune",18.5979477,73.7637043,14,3
Kabab-E-Que,"Mauli Chowk, Mauli Chowpatty, Wakad, Pune",18.5979477,73.7637043,8,3
3.14 Hand Rolled Traditional Pizzas,"Shop 3, Basant Bahar, Next To HDFC Bank, Baner Pashan Link Road, Baner, Pune",18.5508083,73.7913238,28,3
Rohan's Kitchen,"Bhumkar Nagar, Kemse Wasti Wakad, Pune",18.6022427,73.7463147,7,3
RK's Night Panda,"125/212, Kala Khadak, Wakad, Pune",18.6045916,73.7570185,0,0
Aswad Katta,"Criti Classic Society, Hinjawadi, Pune",18.6047611,73.7324401,10,3
SR Food Court,"Ramchandra Niwas, 16 Bus Stop, Belthikanagar, Thergaon, Opposite Vijay Traders, Wakad, Pune",18.6069328,73.7709523,13,3
Delhi Chaap Express,"Shop 2, Ozone Spring, Dutta Mandir Road, Wakad, Pune",18.594352,73.7637312,0,0
Baner Chaupati,"Survey 35/2/14, Pan Card Club Road, Mulkutte Garden, Baner, Pune",18.5598815,73.7816177,0,0
Jagdamba Chinese Center,"Near Datta Mandir Road, Wakad, Pune",18.6023555,73.7645294,0,0
Annapurna South & Chaat,"Baner-Pashan Link Road, Baner, Pune",18.5518288,73.7943248,9,3
Hotel Dajiba,"Hinjawadi Marunje Road, Near Hinjawadi Hospital, Near Register Office, Hinjawadi, Pune",18.595106,73.7349568,16,3
MM Cake Shop,"Shop 3, Near BRT Bus Stop 16, Thergaon, Wakad, Pune",18.6044301,73.775999,7,3
Ujwal Fast Food,"Shop 2, Suvarana Smruti Building, Baner Road, Baner, Pune",18.5574485,73.7931658,0,0
Park Street Kitchen,"Kaspate Wasti, Mankar Chowk, Wakad, Pune",18.5954514,73.7738474,0,0
Chakh Le India,"Near Sheal Petrol Pump, Hinjewadi Wakad Road, Hinjawadi, Pune",18.5905526,73.7411713,8,3
Hotel Royal Rankala Kolhapuri,"F6, Flat 16, Sakal Nagar, Baner Road, Aundh, Pune",18.5470357,73.8198959,39,3
Hotel Gangasagar,"Opposite Laxmi Mata Mandir, Near Shri Ganesh Bank, Balewadi Baner Road, Balewadi, Pune",18.5733054,73.7803159,12,3
Tummy Ticklers,"22/3/16, Baner-Balewadi Link Road, Opposite MMI School, Balewadi, Pune",18.5707676,73.77166,112,4
Mozzarr's Pizzaworks,"2, City Centre, Behind Persistent Software, Phase 1, Hinjawadi, Pune",18.588334,73.7380189,52,3
Joy of Baking,"C-602, Green Valley, Kaspate Wasti, Wakad",18.5928056,73.7737962,0,0
A & G Kitchen's,"Shop 1, Abai Complex, Mukai Nagar, Marunji Road, Rajiv Gandhi Infotech Park, Phase 1, Hinjawadi, Pune",18.5952133,73.7313048,117,3
Rihana's Biryani,"Opposite MITCON, Balewadi, Pune",18.575634,73.76597,18,3
Zhakkas,"Shop 6, Tamane Chowk, Behind Kapil Malhar Society, Baner, Pune",18.5597926,73.7915403,13,3
Puneri Khana,"Behind Kapil Malhar Society, Tamane Chowk, Baner, Pune",18.5597926,73.7915403,216,3
My Food Planet,"Shop 9, Shiddhi Vihar, Krishna Chowk, New Sangvi, Aundh, Pune",18.581269,73.8174338,0,0
Vinayaka's Thali & Paratha Box,"Mhetre Corner, Opposite Abhudhya Bank, Balewadi Baner Road, Baner, Pune",18.564823,73.7827145,32,3
Flat Tummi,"Shop 3, Food Court 1.0, Wipro Circle, Phase 2, Hinjawadi, Pune",18.596861,73.718043,11,3
Puneri Thali,"Shop 15, Stellar Enclave, Aundh, Pune",18.5627339,73.8076182,0,0
Omc's Biryani House,"Balewadigaon, Near Water Tank, Balewadi, Pune",18.5758635,73.7795931,4,3
The Grub Hub,"Shop 1, Near Axis Bank, Baner, Pune",18.5566761,73.7945743,58,3
Banjira,"Gangotri Corner, Near Radisson Blu, Rajiv Gandhi Infotech Park, Phase 1, Hinjawadi, Pune",18.5827505,73.7393,16,3
Annachi Misal,"Marunji Road, Front Of Alard College, Hinjawadi, Pune",18.6095108,73.7195594,12,3
Taste Is Good,"Shop 4, Salunke Niwas, Dange Chowk Road, Hinjewadi Chowk, Hinjewadi, Pune",18.5913945,73.7388445,0,0
Masha Allah,"Near IBM Embassy, Phase 2, Hinjawadi, Pune",18.6030758,73.7160224,0,0
Bala's Hotel Poonam,"Symbiosis D Boys Hostel, Phase 1, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",18.5871891,73.7384812,0,0
Hotel Wada,"Aundh Baner Link Road, Near Medipoint Hospital, Opposite Sai Heritage, Aundh, Pune",18.5653144,73.8010678,35,3
Heaven House Restro,"Shop 5, Tanishq Icon, Dange Chowk, Wakad, Pune",18.6133153,73.7661378,0,0
Hotel Kolhapuri,"Opposite Indira College, Mumbai Bangalore Highway, Wakad, Pune",18.6093523,73.7464764,0,0
Hotel Maharaja,"Panchratna Nagar, Opposite Shell Petroleum, Hinjawadi, Pune",18.592027,73.7404416,20,3
Kabab Mein Haddi,"Shop 2, Mauli Chowk, Near Datta Mandir, Wakad-Thergaon Road, Wakad, Pune",18.6029597,73.7645813,50,2
Cafe Good Times,"Shop 15, Stellar Enclave, Aundh, Pune",18.5627339,73.8076182,87,3
Puneri Vada,"Main Shivaji Chowk, Hinjawadi, Pune",18.591945,73.7389765,24,3
Pronto By Grillicious,"Shroff Suyash, Near Union Bank Of India, PK Shroff Road, Baner, Pune",18.5617398,73.7835917,135,3
Diamonds,"20, Ganesh Nagar, Pimple Nilakh, Aundh, Pune",18.5601649,73.8031335,31,3
Shree Samarth Bhurji Center,"Shop 5, D Square, Opposite Iris Society, Behind Cummins IT Park, Baner, Pune",18.5700814,73.772515,0,0
Juice Factory,"Porthland 34, Opposite Nicmar, Balewadi, Pune",18.5752044,73.7669622,0,0
Maroosh,"Unit 1, Wing E, Palladion Square, Balewadi, Pune",18.5720283,73.7811538,42,4
Dineshaw's Ice Cream,"Shop 2 B, Sai Heritage Society, Near Medipoint Hospital, New D P Road, Aundh, Pune",18.5653064,73.801146,0,0
Tummy Toll,"Opposite Ozone Building, Near Dutta Mandir, Wakad, Pune",18.5961644,73.7638969,34,4
Siddhivinayak Veg,"Opposite Banana Leaf, New D P Road, Near Medi Point Hospital, Aundh, Pune",18.5647359,73.8023114,0,0
Welcome Fast Food,"Nirmit Horizon Building, Near Sweet Corner, New DP Road, Aundh, Pune",18.5659309,73.8034447,5,3
Jay Mataji Bhojanalay,"Swami Vivekanand Nagar 3, Kala Khadak, Wakad, Pune",18.6076943,73.7581437,0,0
Balaji Bhel,"Shop 9, Wind Wards, Co-Operating Housing Society, Near Chatrapati Chowk, Kasapate Vasti, Wakad, Pune",18.5954358,73.77077,16,3
Flavours by Gurpreet,"18-D, Kohinoor Planet, Behind Spicer College Road, Aundh, Pune",18.5653864,73.8180676,72,4
Sarthak Fast Food,"Shivganga Complex, Bhumkar Chowk, Wakad, Pune",18.6061292,73.7527416,0,0
Awesome Snacks Center,"New Era Bakery Compound, Balewadi Pune,",18.5697027,73.7810126,5,3
Nutan Chinese Fast Food,"Hulawale Market, Opposite Blue Ridge, Qubix Sez Main Gate, Hinjawadi, Pune",18.5792771,73.7388108,19,3
JD Kitchen,"Cherry Berry Hostel Building, Nagras Estate, Behind Tangent Furniture, Nagras Road, Aundh, Pune",18.5656168,73.8040162,11,3
The Dark Katta,"Near Indira College, Mumbai Bangalore Highway, Wakad, Pune",18.6112211,73.7489105,11,3
Hotel Great Maratha,"Near Indira College, Mumbai Bangalore Highway, Wakad, Pune",18.6112211,73.7489105,0,0
K K Biryani Adda,"Wakad Hinjawadi Road, Near Punjab National Bank, Hinjawadi, Pune",18.596358,73.7729731,13,3
Shivshakti Punjabi Dhaba,"Opposite Quadron IT Park, Next To Midc Power House, Phase 3, Hinjawadi, Pune",18.5920193,73.6837039,0,0
Anytime Coffee Shop,"United-21 The Grand, Baner Hills, Baner, Pune",18.5576333,73.7881266,11,3
Savtamali Restaurant,"Shop 1, Near Hotel Amrita, Baner Road, Baner, Pune",18.5643746,73.7782352,19,4
Hotel Swaraaj,"Opposite Motideep Apartments, Baner-Balewadi Road, Baner, Pune",18.5668384,73.7822129,12,3
Hotel Malhar,"Near Tata Service Center, Pune Bangalore Highway, Thathwade, Hinjawadi, Pune",18.5533212,73.7711555,5,3
Deli - Vivanta Pune,"Vivanta Pune, Xion Complex, Hinjawadi Road, Hinjawadi, Pune",18.5916644,73.7451317,19,4
Kotwals Kitchen,"Godown 1, Mauli Muktai Warehouse, Bhujbal Parkhe Wasti, Opposite West One Apartments, Hinjawadi, Pune",18.5476177,73.7512065,34,3
Speedy Punjabi,"198, Opposite Euro School, Pink City Road, Sai Chowk, Wakad, Pune",18.5975959,73.7684863,47,2
Kap's Corner,"Shop 1, Man Sumsrthi Building Gurudwara Road, Aundh Gaon, Aundh, Pune",18.5639463,73.8102927,21,4
Aaggatya Restaurant,"Vishal Nagar Road, Opposite Copa Cabana, Wakad, Pune",18.5887678,73.7825231,5,3
Hotel Sanket Inn,"Survey 130/2, Mumbai-Bangalore Bypass Highway, Bhumkar Chowk, Wakad, Pune",18.6047526,73.7533209,10,3
Tulsi Malai Kulfi,"Sahil Apartment, Opposite Jaihind Showroom, Parihar Chowk, ITI Road, Aundh, Pune",18.5546111,73.8057842,18,4
Aundh Retreat,"Next to Lifeline Hospital, DP Road, Aundh, Pune",18.56013,73.8038913,0,0
Real Taste,"Near Shriyans Punawale, Malwadi, Hinjawadi, Pune",18.637405,73.7343167,16,3
Hotel Dil Se,"Shop B11-12, Sai Heritage, New DP Road, Aundh, Pune",18.5652877,73.8009266,21,4
Rainbow Darbar,"Bhujbal Vasti, Next To Flyover, Wakad Hinjawadi Main Road, Hinjawadi, Pune",18.5918582,73.7544513,81,4
Express Hotel,"Baner - Pashan Link Road, Pashan, Pune",18.5491105,73.7912815,14,3
Awesome Masala Restaurant,"NSG IT Park, Besides Croma, Near ITI Road, Aundh, Pune",18.553681,73.8069641,0,0
Sai Prasad,"Shreenath Corner, Jayram Nagar, Behind Persistent Company, Phase 1, Hinjawadi, Pune",18.5886331,73.7387022,25,3
Lutf,"Shop 1, Beside Seetai Villa, Maan Gaon, Hinjawadi, Pune",18.5755281,73.7106603,89,3
Hunger Killers,"Shop 3, Near Symboisis College, MIDC, Phase 1, Hinjawadi, Pune",18.5839266,73.7352649,4,3
Moni's Cake House,"Shop 4, Laxmi Plaza, Baner, Pune",18.5615596,73.7858151,8,3
Vinayaka's Kitchen,"Mhetre corner, Opposite Abhudhya Bank, Balewadi Baner Road, Baner, Pune",18.564823,73.7827145,96,4
Hotel Karan,"Near Ganraj Mangal Karyalaya, Baner Mahalunge Road, Baner, Pune",18.564476,73.77585,20,3
New Rasoi Garden,"Shop 1, Near Medipoint Hospital, Opposite Kumar Prerna, New DP Road, Aundh, Pune",18.5647359,73.8023114,60,3
Omkar Dining Hall,"Near JSPM College, Thathwade, Wakad, Pune",18.6199956,73.7477493,0,0
Kolhapuri Tadka,"Near Octroi Naka, Aundh Gaon, Aundh, Pune",18.5674743,73.8122001,0,0
Hotel Yogi Garden,"Near Shirole Petrol Pump, Mumbai Bangalore Expressway, Thatwade, Wakad, Pune",18.615927,73.747856,0,0
Invitation's Today,"Hotel Sadanand Regency, 9/2, Mahalunge, Near Hinjewadi IT Park, Sports Complex, Balewadi, Pune",18.583823,73.761223,11,3
Hotel Shubham,"Shubhashree Building, Hinjawadi Chowk, Hinjawadi, Pune",18.5786926,73.6842168,64,4
More Chinar Snack Centre,"Opposite Ganraj Mangal Karayalay, Baner Mahalunge Road, Baner, Pune",18.564476,73.77585,5,3
Urbounce Cafe,"3 Floor, VEN Business Centre, Baner-Pashan Link Road, Baner, Pune",18.5504732,73.791296,10,3
GOZO Homemade Icecreams,"102/A, Montvert Finesse, Opposite HDFC Bank, Baner Pashan Link Road, Baner, Pune",18.5507683,73.7924352,74,4
Halka Fulka,"Shop 21, Near More Mega Store, Skyline, Shankar Kalat Nagar, Wakad, Pune",18.6045346,73.7577081,230,2
Italian,"Opposite Shiv Sagar Restaurant, Parihar Chowk, DP Road, Aundh, Pune",18.5601962,73.8056731,9,3
Cocktails,"Shop 3, Patil Nager, Near Vatika Society, Balewadi, Pune",18.5810991,73.7664365,67,4
Spice Rack,"Survey 253/1, Behind G O Square, 24 DP Road, Kaspate Wasti",18.5904487,73.7708288,0,0
Praa Da Dhaba,"Shop 9, Ground Floor, Shankar Kalat Nagar, Wakad, Pune",18.5979417,73.7612089,0,0
Hyderabadi Biryani,"Shop 3, 4, Survey 21/5, Main Hinjewadi Pune Road, Hinjawadi, Pune",18.5912716,73.738909,0,0
Sarjaa,"Near Yashoda Lawns, mankar Chowk, Kaspate Vasti, Wakad, Pune",18.5892004,73.7743729,0,0
Delish Kitchen,"Near Dhawle English School, Shivtej Nagar, Marunji Road, Hinjawadi, Pune",18.5936232,73.7362215,0,0
3 Brothers The Pizzeria,"Office-2, Avanti Heights, Someshwar Mandir Road, Someshwar Wadi, Pashan, Pashan, Pune",18.5466176,73.7984362,0,0
Sujata's Pav Bhaji and Misal,"Shop B-02, Sonigara Landmark, Dynyasti Vishnu Dev Nagar, Wakad, Pune",18.596493,73.7723853,0,0
Ancient Andhra,"Beside Quadron Park, Phase 2, Hinjawadi, Pune",18.5866324,73.697225,0,0
Phase 3 Resto,"Last Bus Stop Circle, Megapolise Fountain, Phase 3, Hinjawadi, Pune",18.576564,73.6884354,7,3
Shivprasad Dhaba,"Pune Mumbai Bypass, Opposite Shiv Mandir, Sutarwadi, Pashan, Pune",18.540432,73.7798072,5,3
Todo Mia,"Shop 6, 1st Floor, Xion Mall, Opposite E Square Theatre, Hinjawadi, Pune",18.592715,73.745263,186,3
Tiffina Asian,"Shop 7, Vedant Society, Wakad, Pune",18.5938546,73.7609347,0,0
Taste of South,"ShopA/1/3, Atharva Residency, Baner, Pune",18.5556482,73.7945645,0,0
The Indish,"Shop 8, Vastu Nirvana, Baner- Pashan Link Road, Pashan, Pune",18.5466279,73.790669,23,4
Flavyos Biryani,"Shop 2, Tamhane Chowk, Near Anmol furniture, Baner Aundh DP Road, Baner, Pune",18.5618039,73.7903818,53,3
Seasoned,"Survey 141/1/1, Opposite State Bank Of India, Hinjewadi, Pune",18.5910881,73.7266331,0,0
Tasty Tiffin,"Hinjawadi Dange Chowk Road, Gavthan, Hinjawadi, Pune",18.5913479,73.7388839,7,3
The Taste Jalebi,"Ganpat Kalamkar Chowk, Near Orchid School, Baner, Pune",18.5585658,73.77658,156,4
Punjabi Swag,"Shop 126, The Address Commercia, Pune Bangalore Highway, Wakad, Pune",18.5482886,73.7735018,21,3
The Royal Bowl,"Shop 5, Sai Krishn Complex Opposite PDCC Bank, Beside R Mart, Maan Road, Phase 1, Hinjawadi, Pune",18.5684752,73.742065,0,0
Taste Is Best,"Shop 2, Hinjewadi Chowk, Near Hanuman Mandir, Hinjawadi, Pune",18.5910567,73.7386582,636,3
Royal Food,"Opposite Celestia Society, Baner Balewadi Road, Balewadi",18.5660375,73.7822749,125,3
Akashay Pure Veg,"Shop Survey 251, Oppsite KPIT Company, Hinjewadi, Pune, Hinjawadi, Pune",18.5931149,73.685595,5,3
Akashay Pure Veg,"Shop Survey 251, Oppsite KPIT Company, Hinjewadi, Pune, Hinjawadi, Pune",18.5931149,73.685595,5,3
Bottoms Up,"Survey A529, Laxmi Chauk, Tal Mulshi, Hinjawadi, Pune",18.5997736,73.7346365,0,0
Healthy Meals,"Sudarshan Colony 2, Wakad Road Wakad, Pune",18.604929,73.7647602,0,0
Bakers Prime,"Shri Hari Plaza, Opposite Primrose Mall, Datta Nagar, Baner, Pune",18.561761,73.7852029,12,3
Southie Sambar,"Survey 40/5B/6A, Shop 4 & 5, Ground Floor, Sai Yash Jewel, Phase 1, CTS 2754, Gujjar Nagar, Thereon, Wakad, Pune",18.6010921,73.7641245,0,0
Hotel Chai Pakoda,"Shop 6, Police Line Road, Kaveri Nagar, Khergaon, Wakad, Pune",18.6039192,73.7735262,0,0
Dal Bati,"Survey.146/1:1371, Wakad Road, Near IDBI Bank, Panchratan Chowk, Hinjawadi, Pune",18.5886986,73.7778724,0,0
Khusbu Wada Pav And Tea Center,"M 283, Marunji Gaon, Hinjawadi, Pune",18.6140445,73.7168927,0,0
Hotel Om Annapurna,"129/2/1, Sukhkarta Colony, Wakad, Pune",18.6067172,73.7572717,0,0
The Food Stop,"103, Bahiratwadi, Shivaji Cooperative Society, Aundh, Pune",18.535706,73.8290409,35,4
Baked Magic,"207, Raghukulnagari Cooperative Housing Society, Aundh Road, Aundh, Pune",18.5579683,73.8080639,0,0
Pune Lunch Home,"Shop 1, Survey 182/2/2, Dhankude Complex, Near Baner Kamaan, Baner, Pune",18.56007,73.781748,0,0
Bhau'z Cafe,"228/1/27, Shop 5, Brahma Park, Chatrapati Chowk, Wakad, Pune",18.5966693,73.7742386,0,0
Sai's Kitchen,"Row House 1, Vishwakarma Nagar, Near NIB Institute, Sus Road, Pashan, Pune",18.5454058,73.7777808,0,0
Hotel College Katta,"Survey 34, Opposite Moze College, Balewadi, Pune",18.574643,73.7680224,0,0
S Food World,"3, Swami Vivekanand Nagar, Shivam Chaupati, Wakad, Pune",18.6076702,73.7589441,0,0
Cafe Celebration Point,"Survey 259/1, Jambhulkar Mala, Sakhare Dhawale Wasti, New MIDC Road, Laxmi Chowk, Hinjawadi, Pune",18.507234,73.902564,0,0
Vickyâ€™s Shahi Shawarma,"Laxmi Chowk, Hinjawadi, Pune",18.5997736,73.7346365,0,0
Taaj Darbar Caterers,"Survey 11/2, 16 Bus Stop, Near Padwal Nagar, Thergaon, Wakad, Pune",18.6101365,73.7746293,0,0
Chatrapati Pan Shop,"Chatrapati Chowk, Kasapate, Wasti, Wakad",18.5958333,73.7712275,0,0
Urban Foods & Cafe,"Shop 141/1/1, Near Symbiosis Hostel, Hinjawadi, Pune",18.5876591,73.7400739,0,0
Shrinath Pav Bhaji Center,"Survey 288, Gala 1, Shivshakti Complex, Baner, Pune",18.557759,73.7936107,0,0
Hoppers & Co.,"Shop 277/5, Anugraha Bungalow, Near Pallod Farm, Baner, Pune",18.5574185,73.7974252,0,0
Sahi Darbar,"S No 174/5/2, Near Dewdale Society, Wakad, Pune",18.603129,73.7644277,0,0
The Biryani Factory,"House 5, 6, 4 Survey 82, Sahyadri Park, Baner, Pune",18.5588903,73.7763867,0,0
New Star Food & Catering,"Indra Collage, Mumbai Pune Bypass, Wakad, Pune",18.608332,73.7510146,0,0
1989 CAFE,"House 68, Near Maruti Mandir, Hinjawadi, Pune",18.5912716,73.738909,0,0
5 Star Snacks,"Survey 17/2, Baner Road, Near Datta Mandir, Baner, Pune",18.5615693,73.7861753,0,0
Kanchan Dudh Dairy And Sweets,"SR 94/3, Pawar Market, Indira College Road, Tathwade, Wakad, Pune",18.6104153,73.7449728,0,0
Ayush Caterers,"Shop 2, Smith Apartments, CTS 868, Near Shivaji Statue, Aundh, Pune",18.5648536,73.8108901,0,0
Raj Rasoi,"Krishna Market, Phase 3, Hinjawadi, Pune",18.5778436,73.6909696,0,0
Hotel Portland 34 Chowpatty,"Survey 34/8, House 403, Ward 28, Behind Mitcon Balewadi, PCMC, Baner, Pune",18.575634,73.76597,0,0
Lovely Foods,"S 1/9/B, Balewadi Gaon, Near Vithal Temple, Balewadi, Balewadi, Pune",18.5778205,73.7765711,0,0
Nirvana Pocket Friendly,"Survey-110/2, 112, Hissa 1/2, Showroom 2, Ellora Pride, Baner, Pune",18.566236,73.771366,0,0
Rajendra Pav Baji Juice Bar,"279, Ward 1, Milkat, Majari BK, Mahadev Nagar, Tal, Haveli, Wakad, Pune",18.6010921,73.7641245,0,0
House of Tea,"Tasty Kingdom Choupati, Datt Mandir Road, Kaspate Wasti, Near Pavna Sahakari Bank, Wakad, Pune",18.593505,73.7635267,0,0
Food China - Momos And Noodles,"130/5, Shop 5, Orange County, BL-C, Baner - Pashan Link Road, Pashan, Pune",18.543945,73.7905315,0,0
Sant Savata Mess,"Survey 17/2/1, Aradhya Society, Balewadi, Pune",18.5788913,73.7706807,0,0
Dilli Ke Chatore,"Shop 3, Laxmi Plaza, Opposite Tamanna Inn, Sakhare Wasti Road, Hinjawadi, Pune",18.5880503,73.7417496,0,0
Blue Dragon,"Survey 12, Chondhe Patil Nagar, Opposite Rohan Nilay, Aundh, Pune",18.5660533,73.8156722,0,0
Mega Bite,"Survey 209/17, Capital Market, Gawarewadi, Phase 3, Infotech Park Maan, Hinjawadi, Pune",18.576199,73.687697,0,0
Mannat Biryani House,"Opposite Pavana Sahakari Bank, Datta Mandir Road, Wakad Chowk, Wakad, Pune",18.593505,73.7635267,0,0
Back Benchers The Food Cafe,"Shop 108, 1st Floor, Vison One Mall, Wakad, Pune",18.6085145,73.7516673,0,0
Balaji Fast Food,"Shop 1, Khond Arcade, Near SBI, Parihar Chowk, Aundh, Pune",18.5602458,73.8088911,0,0
Rudra Juice Bar,"Utkarsh Chowk, Datta Mandir Road, Ward 27, Wakad, Pune",18.5952348,73.764771,0,0
Sharon Special Biryani,"Shop 34, Astavinayak Chowk, Balewadi, Pune",18.5820726,73.7669629,0,0
Bread Bar,"Survey 163/1-2A/2B, Harsh Orchid Acts 2488, New D.P.Road, Aundh, Pune",18.562869,73.8027688,0,0
JK's Food Hub,"Shop 3, 163/1, 2A/2B, Ashiyana Apartment, Opposite Indusland Bank, Near DAV School, Aundh, Pune",18.5605823,73.8045632,0,0
Manu's Cafe,"Shop 3, Morya Residency, Phase 1, Pashan Sus Road, Pashan, Pune",18.5454914,73.7799399,7,3
Star 1 Cakes,"Shop 5, Sakhare Vasti, Gym Road, Near Bendre Vasti, Shell Petrol Pump Lane, Hinjawadi, Pune",18.5839632,73.7429092,24,3
Northern Flavours Red Box,"Shop 1, Mukkai Nagar, Hinjawadi, Pune",18.5970339,73.7315299,4,3
Cafe Creamy Nuts,"Near Indira College, Pune - Bangalore Bypass Highway, Wakad, Pune",18.6067109,73.752471,8,3
Aannachi Misal,"Next To Allard Institute, Kasarsai Road, Marunje, Marunji Village, Hinjawadi, Pune",18.6095108,73.7195594,5,3
Biker's Bite,"Shop 1, Akshay Plaza, Adjacent to SBI Bank, Hinjawadi, Pune",18.5910881,73.7266331,97,4
Arena's Biryanis,"402, Rooftops, Malhar Heights, Near Shiv Mandir, Balewadi, Pune",18.5823926,73.7863254,6,3
Mystery Meal,"Yamuna Nagar Road, Opposite Apostrophe Back Gate, Shankar Kalate Nagar",18.6037068,73.7623077,0,0
Food Esqure,"S 17/4, Mangal Nagar, Wakad Road, Thergaon, Wakad, Pune",18.6100014,73.7654068,0,0
What's The Scoop,"Survey no 2 Plot no 34/35,Sopan bagh, Opposite India house, Balewadi, Baner, Pune",18.512749,73.9019381,0,0
Eat Best,"Swaraj Chowk, Marunji Road, Hinjawadi, Pune",18.6074897,73.722029,0,0
Al Lazeez Home Kitchen,"Flat 10, 3rd Floor, Lane 2, Dron Park, Pawar Nagar, Old Sangavi, Aundh, Pune",18.5729119,73.8183662,0,0
Shree Sundha Dinning Hall Veg Restaurant,"Sr 76/3, /77/1/1, 77/1/2, 77/1/3, Prime Rose The Mall, First Floor, Baner, Pune",18.5607681,73.7858533,0,0
Cup a Tea,"Serial 109/4, Balewadi High Street Road, Near My World Society, Balewadi, Pune",18.568858,73.775379,6,3
Nigh2,"Kaspte Wasti, Mankar Chowk Opposite Kalptaru, Wakad, Pune",18.5920104,73.7696628,0,0
Suprabhat Tiffins,"Swaraj Chowk, Near Mezza 9 Hotel, Marunji Road, Hinjewadi, Pune.",18.5939994,73.7353766,8,3
LT Biryani,"Shop 11, Puneri Choupati, Next To NIC Mark, Behind MITCON, Balewadi, Pune",18.575634,73.76597,12,3
Just Fried Evolution,"Survey 39/3, Yogi Park, Trishul Niwas, Opposite Bholai Devi Mandir, Baner",18.5521627,73.7742277,5,3
Kaka Wadewale,"Atmaram Kalamkar, Dhankude Wasti, Pan Card Club Road, Baner, Pune",18.56007,73.781748,6,3
Swaraja Hotel,"House 24, Near Netaji Chowk, Aundh, Pune",18.5601649,73.8031335,9,3
Biryani On Fire,"Survey 278/3/A, Shop 3, Near Ganesha Temple, Shivdatta Nagar, Sakhare Wasti Road, Hinjawadi, Pune",18.5838978,73.7429252,0,0
Fine To Dine,"Shop B 6, Sai Heritage Co-Operative Society, Aundh-Baner Link Road, Aundh, Pune Aundh, Pune",18.5606054,73.8083604,5,3
Sana Hydrabadi Darbar,"Dange Chowk, Aditya Birla Hospital Marg, Swami Vivekanand Nagar, Pimpri-Chinchwad, Wakad, Pune",18.6051324,73.7519451,0,0
Fat Jar Cafe,"Shop 1-3, Kalanand Apartments, Opposite Kapil Malhar, Baner, Pune",18.5585473,73.7916634,0,0
Eatkart Biryani Currys,"Shop 1, Kamala Residency, Kirti Classic, Marunji Road, Hinjawadi, Pune",18.6001438,73.7343655,0,0
Biryani Paradise,"Kundan Garden, Next to Wadeshwar, Baner, Pune",18.5554999,73.7950409,0,0
Master Chef,"Survey 18/11/6, Shop 3, Jagtap Dairy Chowk, Wakad, Pune",18.5859262,73.7812184,0,0
The Dragon Story,"Sonchafa Apartment, Phase 1, Rajeev Gandhi Infotech Park, Hinjawadi, Pune",18.5995585,73.7440404,0,0
The Shanghai Street,"Sonchafa Apartment, Phase 1, Rajeev Gandhi Infotech Park, Hinjawadi, Pune",18.5995585,73.7440404,0,0
Spicy Express,"Sonchafa Apartment, Phase 1, Rajeev Gandhi Infotech Park, Hinjawadi, Pune",18.5995585,73.7440404,0,0
Signature Kolkata - Home Style Bengali Kitchen,"Tasty Kingdom Chowpatty, Near Ajay Residency, Datta Mandir Road, Wakad, Pune",18.5932476,73.7634566,0,0
Kamate Foods And Tiffin Services,"Shop 7, Fountain Market, Rajiv Gandhi Info Tec Park, Phase 3, Hinjawadi, Pune",18.5778828,73.6900636,0,0
The Noodle Xprs,"Sonchafa Apartment, Phase 1, Rajeev Gandhi Infotech Park, Hinjawadi, Pune",18.5995585,73.7440404,0,0
Aai's Kitchen,"Sonchafa Apartment, Phase 1, Rajeev Gandhi Infotech Park, Hinjawadi, Pune",18.5995585,73.7440404,0,0
Sandwich King,"Survey 243/3, 1771/1, F 13, Samarth Residency, Near Datta Mandir, DP Road, Aundh, Pune",18.563452,73.800803,10,3
Chinese Addicted,"Survey 154/4, Parvati Niwas, Wakadkar Wasti, Wakad, Pune",18.5963679,73.7500178,4,3
Chinese Junction,"Survey 154/1, Parvati Niwas, Wakad, Pune",18.6010921,73.7641245,5,3
Nivis Paratha,"601, Sentosa Pearl Tathawade, Indira Collage Road, Wakad, Pune",18.6099196,73.7440652,0,0
Ek Omkar,"Survey 155/1A/1A/13, Near Gurudwara, Aundhgaon, Aundh, pune",18.5639463,73.8102927,0,0
Shrisha's Kitchen,"Yash Residency, Sus Road, Near Shiv Shakti Chowk, Pashan, Pune",18.5443089,73.7814808,0,0
Hotel Shivam,"Surveys 39/4/1, Shinde Nagar, Marunji Road, Phase 1, Rajiv Gandhi Infotech Park, Hinjawadi, Pune",18.6050982,73.7268614,4,3
New Rajdhani Caterers,"Survey 158/159, Ambedkar Vasahat, D.P. Road, Ambedkar Chowk, Aundh, Pune",18.560611,73.8084458,0,0
Urban Meals,"Shop 04, Westend Shopping Complex, Opposite D Mart, Aundh, Pune",18.5667512,73.8071964,0,0
Angrez Biryani,"Shop 04, Westend Shopping Complex, Opposite D Mart, Aundh, Pune",18.5667512,73.8071964,0,0
